"PostNum","Kandidats","PreNum","Plusi","Svitrojumi","Punkti","Rezultats","Saeima","Partija","PartijaNum","Apgabals","Balsis"
3,"Imants Gronskis",3,118,28,1200," ",6,"Maznodrošināto apvienība",3,"Kurzeme",1110
4,"Andris Rudovics",4,97,30,1177," ",6,"Maznodrošināto apvienība",3,"Kurzeme",1110
5,"Mārtiņš Neibults-Miebolts",2,85,31,1164," ",6,"Maznodrošināto apvienība",3,"Kurzeme",1110
6,"Vladimirs Konovalovs",5,83,34,1159," ",6,"Maznodrošināto apvienība",3,"Kurzeme",1110
7,"Andris Ziemeļnieks",9,64,26,1148," ",6,"Maznodrošināto apvienība",3,"Kurzeme",1110
8,"Guntars Jirgensons",8,61,26,1145," ",6,"Maznodrošināto apvienība",3,"Kurzeme",1110
9,"Igors Vītols",6,67,33,1144," ",6,"Maznodrošināto apvienība",3,"Kurzeme",1110
10,"Ojārs Petrēvics",7,64,31,1143," ",6,"Maznodrošināto apvienība",3,"Kurzeme",1110
11,"Aivars Mārtiņš Harjo",10,57,30,1137," ",6,"Maznodrošināto apvienība",3,"Kurzeme",1110
1,"Imants Gronskis",1,290,33,1821," ",6,"Maznodrošināto apvienība",3,"Zemgale",1564
2,"Baiba Pelse",2,248,35,1777," ",6,"Maznodrošināto apvienība",3,"Zemgale",1564
3,"Laimons Kalnieris",5,138,47,1655," ",6,"Maznodrošināto apvienība",3,"Zemgale",1564
4,"Aija Žagare",13,111,46,1629," ",6,"Maznodrošināto apvienība",3,"Zemgale",1564
5,"Mārtiņš Neibults-Miebolts",3,111,48,1627," ",6,"Maznodrošināto apvienība",3,"Zemgale",1564
6,"Aina Verze",6,106,49,1621," ",6,"Maznodrošināto apvienība",3,"Zemgale",1564
7,"Margarita Vidze",7,107,51,1620," ",6,"Maznodrošināto apvienība",3,"Zemgale",1564
8,"Vladimirs Konovalovs",10,115,64,1615," ",6,"Maznodrošināto apvienība",3,"Zemgale",1564
9,"Arvīds Kļavinskis",4,77,45,1596," ",6,"Maznodrošināto apvienība",3,"Zemgale",1564
10,"Artūrs Apinis",8,81,50,1595," ",6,"Maznodrošināto apvienība",3,"Zemgale",1564
11,"Andris Ziemeļnieks",9,72,48,1588," ",6,"Maznodrošināto apvienība",3,"Zemgale",1564
12,"Zigurds Pikmanis",12,66,50,1580," ",6,"Maznodrošināto apvienība",3,"Zemgale",1564
13,"Ēriks Krūklis",14,61,46,1579," ",6,"Maznodrošināto apvienība",3,"Zemgale",1564
14,"Alfons Oskars Jansons",15,48,39,1573," ",6,"Maznodrošināto apvienība",3,"Zemgale",1564
15,"Jānis Lopatins",11,74,78,1560," ",6,"Maznodrošināto apvienība",3,"Zemgale",1564
