"","PostNum","PreNum","CandidateName","CandidateSurname","Sex","Saeima","PartyNum","PartyAbbr","DistrNum","DistrName","BallotsForParty","Pluses","Minuses","Points","Result"
"5115",18,4,"Andrejs","Cinis","Male",8,16,"Apvienība Centrs",2,"Vidzeme",1514,65,73,1506,""
"5116",19,2,"Zigurds","Eglītis","Male",8,16,"Apvienība Centrs",2,"Vidzeme",1514,70,79,1505,""
"5117",20,13,"Māris","Baltiņš","Male",8,16,"Apvienība Centrs",2,"Vidzeme",1514,54,69,1499,""
"5118",21,23,"Inese","Vinklere","Female",8,16,"Apvienība Centrs",2,"Vidzeme",1514,56,73,1497,""
"5119",22,22,"Edvīns","Laucis","Male",8,16,"Apvienība Centrs",2,"Vidzeme",1514,50,69,1495,""
"5120",23,20,"Andris","Ziemelis","Male",8,16,"Apvienība Centrs",2,"Vidzeme",1514,36,73,1477,""
"5121",24,19,"Andrejs","Janičevs","Male",8,16,"Apvienība Centrs",2,"Vidzeme",1514,36,74,1476,""
"5122",25,14,"Andrejs","Zilpaušs","Male",8,16,"Apvienība Centrs",2,"Vidzeme",1514,32,75,1471,""
"5123",26,25,"Nata","Livonska","Female",8,16,"Apvienība Centrs",2,"Vidzeme",1514,47,94,1467,""
"5124",1,1,"Odisejs","Kostanda","Male",8,16,"Apvienība Centrs",3,"Latgale",1289,504,141,1652,""
"5125",2,3,"Imants","Misāns","Male",8,16,"Apvienība Centrs",3,"Latgale",1289,336,79,1546,""
"5126",3,11,"Ilmārs","Ostrovskis","Male",8,16,"Apvienība Centrs",3,"Latgale",1289,248,87,1450,""
"5127",4,8,"Nikolajs","Suvorovs","Male",8,16,"Apvienība Centrs",3,"Latgale",1289,194,110,1373,""
"5128",5,12,"Vilis","Seleckis","Male",8,16,"Apvienība Centrs",3,"Latgale",1289,165,138,1316,""
"5129",6,4,"Ilmārs","Bišers","Male",8,16,"Apvienība Centrs",3,"Latgale",1289,148,158,1279,""
"5130",7,13,"Jānis","Bojārs","Male",8,16,"Apvienība Centrs",3,"Latgale",1289,141,153,1277,""
"5131",8,17,"Artūrs","Mukta-Pavels","Male",8,16,"Apvienība Centrs",3,"Latgale",1289,103,141,1251,""
"5132",9,2,"Ludmila","Kuprijanova","Female",8,16,"Apvienība Centrs",3,"Latgale",1289,126,170,1245,""
"5133",10,7,"Valentīna Marija","Maksimova","Female",8,16,"Apvienība Centrs",3,"Latgale",1289,109,159,1239,""
"5134",11,5,"Zigurds","Eglītis","Male",8,16,"Apvienība Centrs",3,"Latgale",1289,100,159,1230,""
"5135",12,10,"Ritvars","Leitens","Male",8,16,"Apvienība Centrs",3,"Latgale",1289,85,152,1222,""
"5136",13,9,"Āris","Ruža","Male",8,16,"Apvienība Centrs",3,"Latgale",1289,85,154,1220,""
"5137",14,16,"Aija","Dudkina","Female",8,16,"Apvienība Centrs",3,"Latgale",1289,72,143,1218,""
"5138",15,6,"Ilva","Duļevska","Female",8,16,"Apvienība Centrs",3,"Latgale",1289,83,157,1215,""
"5139",16,14,"Andris","Umbraško","Male",8,16,"Apvienība Centrs",3,"Latgale",1289,79,153,1215,""
"5140",17,15,"Zeltīte-Ieva","Garnaka","Female",8,16,"Apvienība Centrs",3,"Latgale",1289,70,146,1213,""
"5141",1,2,"Odisejs","Kostanda","Male",8,16,"Apvienība Centrs",4,"Kurzeme",615,296,39,872,""
"5142",2,7,"Edmunds","Grīnbergs","Male",8,16,"Apvienība Centrs",4,"Kurzeme",615,91,29,677,""
"5143",3,3,"Juris","Celmiņš","Male",8,16,"Apvienība Centrs",4,"Kurzeme",615,84,31,668,""
"5144",4,1,"Zigurds","Eglītis","Male",8,16,"Apvienība Centrs",4,"Kurzeme",615,74,39,650,""
"5145",5,9,"Artūrs","Mukta-Pavels","Male",8,16,"Apvienība Centrs",4,"Kurzeme",615,68,35,648,""
"5146",6,13,"Valda","Kalvāne","Female",8,16,"Apvienība Centrs",4,"Kurzeme",615,71,39,647,""
"5147",7,4,"Andrejs","Cinis","Male",8,16,"Apvienība Centrs",4,"Kurzeme",615,61,34,642,""
"5148",8,5,"Jānis","Bērziņš","Male",8,16,"Apvienība Centrs",4,"Kurzeme",615,59,41,633,""
"5149",9,10,"Arta","Šneidere","Female",8,16,"Apvienība Centrs",4,"Kurzeme",615,53,37,631,""
"5150",10,8,"Viesturs","Gredzens","Male",8,16,"Apvienība Centrs",4,"Kurzeme",615,47,37,625,""
"5151",11,6,"Leonīds","Zeļenskis","Male",8,16,"Apvienība Centrs",4,"Kurzeme",615,49,43,621,""
"5152",12,14,"Valērijs","Ogorodovs","Male",8,16,"Apvienība Centrs",4,"Kurzeme",615,43,43,615,""
"5153",13,12,"Juris","Umbraško","Male",8,16,"Apvienība Centrs",4,"Kurzeme",615,36,39,612,""
"5154",14,11,"Egons","Vanuška","Male",8,16,"Apvienība Centrs",4,"Kurzeme",615,35,40,610,""
"5155",1,1,"Odisejs","Kostanda","Male",8,16,"Apvienība Centrs",5,"Zemgale",1384,662,34,2012,""
"5156",2,6,"Edmunds","Grīnbergs","Male",8,16,"Apvienība Centrs",5,"Zemgale",1384,223,31,1576,""
"5157",3,5,"Ilmārs","Bišers","Male",8,16,"Apvienība Centrs",5,"Zemgale",1384,167,37,1514,""
"5158",4,3,"Juris","Celmiņš","Male",8,16,"Apvienība Centrs",5,"Zemgale",1384,149,29,1504,""
"5159",5,8,"Velta","Puriņa","Female",8,16,"Apvienība Centrs",5,"Zemgale",1384,158,49,1493,""
"5160",6,15,"Vilis","Seleckis","Male",8,16,"Apvienība Centrs",5,"Zemgale",1384,120,19,1485,""
"5161",7,9,"Vilnis","Roze","Male",8,16,"Apvienība Centrs",5,"Zemgale",1384,114,34,1464,""
"5162",8,11,"Jānis","Bojārs","Male",8,16,"Apvienība Centrs",5,"Zemgale",1384,111,48,1447,""
"5163",9,7,"Viesturs","Gredzens","Male",8,16,"Apvienība Centrs",5,"Zemgale",1384,102,41,1445,""
"5164",10,2,"Andrejs","Cinis","Male",8,16,"Apvienība Centrs",5,"Zemgale",1384,100,40,1444,""
"5165",11,10,"Daiga","Reča","Female",8,16,"Apvienība Centrs",5,"Zemgale",1384,91,38,1437,""
"5166",12,4,"Zigurds","Eglītis","Male",8,16,"Apvienība Centrs",5,"Zemgale",1384,82,40,1426,""
"5167",13,13,"Uldis","Kauliņš","Male",8,16,"Apvienība Centrs",5,"Zemgale",1384,66,33,1417,""
"5168",14,14,"Arnis","Mētra","Male",8,16,"Apvienība Centrs",5,"Zemgale",1384,60,33,1411,""
"5169",15,12,"Irīda","Bauze","Female",8,16,"Apvienība Centrs",5,"Zemgale",1384,59,33,1410,""
"5170",1,1,"Ilmārs","Ančāns","Male",8,17,"Mūsu zeme",1,"Rīga",316,57,14,359,""
"5171",2,9,"Anna Marija","Circene","Female",8,17,"Mūsu zeme",1,"Rīga",316,41,18,339,""
"5172",3,2,"Aldis","Lezdiņš","Male",8,17,"Mūsu zeme",1,"Rīga",316,33,13,336,""
"5173",4,3,"Ilze","Krastiņa","Female",8,17,"Mūsu zeme",1,"Rīga",316,31,13,334,""
"5174",5,18,"Gundega","Jaunzeme","Female",8,17,"Mūsu zeme",1,"Rīga",316,28,13,331,""
"5175",6,19,"Aivars","Gedroics","Male",8,17,"Mūsu zeme",1,"Rīga",316,25,12,329,""
"5176",7,15,"Andris Jānis","Mazburšs","Male",8,17,"Mūsu zeme",1,"Rīga",316,22,14,324,""
"5177",8,26,"Andris","Skutelis","Male",8,17,"Mūsu zeme",1,"Rīga",316,17,9,324,""
"5178",9,28,"Romualds","Silanžs","Male",8,17,"Mūsu zeme",1,"Rīga",316,21,13,324,""
"5179",10,4,"Leonards","Inkins","Male",8,17,"Mūsu zeme",1,"Rīga",316,35,28,323,""
"5180",11,6,"Uldis","Dzenis","Male",8,17,"Mūsu zeme",1,"Rīga",316,21,14,323,""
"5181",12,12,"Inta","Ķere","Female",8,17,"Mūsu zeme",1,"Rīga",316,19,13,322,""
"5182",13,23,"Māris","Kukainis","Male",8,17,"Mūsu zeme",1,"Rīga",316,16,10,322,""
"5183",14,21,"Zanda","Treija","Female",8,17,"Mūsu zeme",1,"Rīga",316,15,10,321,""
"5184",15,16,"Jānis","Rozenbergs","Male",8,17,"Mūsu zeme",1,"Rīga",316,15,11,320,""
"5185",16,13,"Miervaldis","Ceimurs","Male",8,17,"Mūsu zeme",1,"Rīga",316,15,13,318,""
"5186",17,17,"Arta","Baumane","Female",8,17,"Mūsu zeme",1,"Rīga",316,16,14,318,""
"5187",18,22,"Aldis","Strapcāns","Male",8,17,"Mūsu zeme",1,"Rīga",316,13,11,318,""
"5188",19,24,"Gints","Graudiņš","Male",8,17,"Mūsu zeme",1,"Rīga",316,14,12,318,""
"5189",20,25,"Rita","Franckeviča","Female",8,17,"Mūsu zeme",1,"Rīga",316,14,12,318,""
"5190",21,10,"Maruta","Dambekalne","Female",8,17,"Mūsu zeme",1,"Rīga",316,14,13,317,""
"5191",22,8,"Rolands","Bērziņš","Male",8,17,"Mūsu zeme",1,"Rīga",316,14,14,316,""
"5192",23,14,"Iveta","Kravinska","Female",8,17,"Mūsu zeme",1,"Rīga",316,11,11,316,""
"5193",24,27,"Ervīns","Turla","Male",8,17,"Mūsu zeme",1,"Rīga",316,12,12,316,""
"5194",25,5,"Aleksandrs","Jeršovs","Male",8,17,"Mūsu zeme",1,"Rīga",316,18,21,313,""
"5195",26,20,"Harijs","Kronbergs","Male",8,17,"Mūsu zeme",1,"Rīga",316,9,13,312,""
"5196",27,11,"Jānis","Žogla","Male",8,17,"Mūsu zeme",1,"Rīga",316,11,16,311,""
"5197",28,7,"Anna","Matvejenko","Female",8,17,"Mūsu zeme",1,"Rīga",316,8,18,306,""
"5198",1,1,"Ilmārs","Ančāns","Male",8,17,"Mūsu zeme",2,"Vidzeme",458,86,11,533,""
"5199",2,6,"Jānis","Miezītis","Male",8,17,"Mūsu zeme",2,"Vidzeme",458,53,13,498,""
"5200",3,3,"Anna Marija","Circene","Female",8,17,"Mūsu zeme",2,"Vidzeme",458,49,13,494,""
"5201",4,4,"Aldis","Lezdiņš","Male",8,17,"Mūsu zeme",2,"Vidzeme",458,39,10,487,""
"5202",5,10,"Leonards","Inkins","Male",8,17,"Mūsu zeme",2,"Vidzeme",458,36,13,481,""
"5203",6,5,"Dzintars","Vīņauds","Male",8,17,"Mūsu zeme",2,"Vidzeme",458,35,15,478,""
"5204",7,13,"Ilze","Krastiņa","Female",8,17,"Mūsu zeme",2,"Vidzeme",458,30,10,478,""
"5205",8,20,"Jānis","Rozenbergs","Male",8,17,"Mūsu zeme",2,"Vidzeme",458,28,9,477,""
"5206",9,14,"Miervaldis","Ceimurs","Male",8,17,"Mūsu zeme",2,"Vidzeme",458,23,7,474,""
"5207",10,16,"Maruta","Dambekalne","Female",8,17,"Mūsu zeme",2,"Vidzeme",458,25,9,474,""
"5208",11,2,"Rolands","Bērziņš","Male",8,17,"Mūsu zeme",2,"Vidzeme",458,28,14,472,""
"5209",12,7,"Rita","Franckeviča","Female",8,17,"Mūsu zeme",2,"Vidzeme",458,26,12,472,""
"5210",13,8,"Sandra","Trēziņa","Female",8,17,"Mūsu zeme",2,"Vidzeme",458,24,12,470,""
"5211",14,11,"Mārtiņš","Mālnieks","Male",8,17,"Mūsu zeme",2,"Vidzeme",458,21,9,470,""
"5212",15,17,"Gints","Graudiņš","Male",8,17,"Mūsu zeme",2,"Vidzeme",458,21,9,470,""
"5213",16,26,"Romualds","Silanžs","Male",8,17,"Mūsu zeme",2,"Vidzeme",458,20,8,470,""
"5214",17,15,"Inta","Ķere","Female",8,17,"Mūsu zeme",2,"Vidzeme",458,23,13,468,""
"5215",18,22,"Aldis","Strapcāns","Male",8,17,"Mūsu zeme",2,"Vidzeme",458,17,7,468,""
"5216",19,25,"Dāvids","Ceplis","Male",8,17,"Mūsu zeme",2,"Vidzeme",458,19,9,468,""
"5217",20,24,"Māris","Kukainis","Male",8,17,"Mūsu zeme",2,"Vidzeme",458,19,10,467,""
"5218",21,19,"Andris Jānis","Mazburšs","Male",8,17,"Mūsu zeme",2,"Vidzeme",458,17,9,466,""
"5219",22,21,"Zanda","Treija","Female",8,17,"Mūsu zeme",2,"Vidzeme",458,19,11,466,""
"5220",23,9,"Andra","Pliča","Female",8,17,"Mūsu zeme",2,"Vidzeme",458,20,13,465,""
"5221",24,18,"Jānis","Žogla","Male",8,17,"Mūsu zeme",2,"Vidzeme",458,19,12,465,""
"5222",25,23,"Ervīns","Turla","Male",8,17,"Mūsu zeme",2,"Vidzeme",458,16,10,464,""
"5223",26,12,"Aleksandrs","Jeršovs","Male",8,17,"Mūsu zeme",2,"Vidzeme",458,15,11,462,""
"5224",1,3,"Anna","Matvejenko","Female",8,17,"Mūsu zeme",3,"Latgale",174,44,3,215,""
"5225",2,1,"Ilmārs","Ančāns","Male",8,17,"Mūsu zeme",3,"Latgale",174,35,5,204,""
"5226",3,6,"Iveta","Škestere","Female",8,17,"Mūsu zeme",3,"Latgale",174,26,3,197,""
"5227",4,2,"Jānis","Rozenbergs","Male",8,17,"Mūsu zeme",3,"Latgale",174,26,6,194,""
"5228",5,7,"Aivars","Gedroics","Male",8,17,"Mūsu zeme",3,"Latgale",174,24,4,194,""
"5229",6,9,"Leonards","Inkins","Male",8,17,"Mūsu zeme",3,"Latgale",174,23,3,194,""
"5230",7,12,"Anna Marija","Circene","Female",8,17,"Mūsu zeme",3,"Latgale",174,22,4,192,""
"5231",8,5,"Aldis","Lezdiņš","Male",8,17,"Mūsu zeme",3,"Latgale",174,21,4,191,""
"5232",9,8,"Aldis","Strapcāns","Male",8,17,"Mūsu zeme",3,"Latgale",174,19,4,189,""
"5233",10,4,"Aleksandrs","Jeršovs","Male",8,17,"Mūsu zeme",3,"Latgale",174,21,7,188,""
"5234",11,10,"Rolands","Bērziņš","Male",8,17,"Mūsu zeme",3,"Latgale",174,18,4,188,""
"5235",12,11,"Ilze","Krastiņa","Female",8,17,"Mūsu zeme",3,"Latgale",174,17,4,187,""
"5236",13,13,"Iveta","Kravinska","Female",8,17,"Mūsu zeme",3,"Latgale",174,15,3,186,""
"5237",14,14,"Dzintars","Vīņauds","Male",8,17,"Mūsu zeme",3,"Latgale",174,15,3,186,""
"5238",15,16,"Romualds","Silanžs","Male",8,17,"Mūsu zeme",3,"Latgale",174,10,0,184,""
"5239",16,15,"Gundega","Jaunzeme","Female",8,17,"Mūsu zeme",3,"Latgale",174,9,1,182,""
"5240",1,1,"Ilmārs","Ančāns","Male",8,17,"Mūsu zeme",4,"Kurzeme",178,27,10,195,""
"5241",2,7,"Dāvids","Ceplis","Male",8,17,"Mūsu zeme",4,"Kurzeme",178,22,9,191,""
"5242",3,3,"Māris","Kukainis","Male",8,17,"Mūsu zeme",4,"Kurzeme",178,20,9,189,""
"5243",4,2,"Andris","Dēlands","Male",8,17,"Mūsu zeme",4,"Kurzeme",178,17,8,187,""
"5244",5,5,"Miervaldis","Ceimurs","Male",8,17,"Mūsu zeme",4,"Kurzeme",178,15,8,185,""
"5245",6,13,"Anna Marija","Circene","Female",8,17,"Mūsu zeme",4,"Kurzeme",178,13,6,185,""
"5246",7,10,"Andris Jānis","Mazburšs","Male",8,17,"Mūsu zeme",4,"Kurzeme",178,9,5,182,""
"5247",8,11,"Ilze","Krastiņa","Female",8,17,"Mūsu zeme",4,"Kurzeme",178,9,7,180,""
"5248",9,4,"Aldis","Lezdiņš","Male",8,17,"Mūsu zeme",4,"Kurzeme",178,9,8,179,""
"5249",10,6,"Egils","Ozoliņš","Male",8,17,"Mūsu zeme",4,"Kurzeme",178,9,9,178,""
"5250",11,12,"Aivars","Gedroics","Male",8,17,"Mūsu zeme",4,"Kurzeme",178,7,8,177,""
"5251",12,14,"Romualds","Silanžs","Male",8,17,"Mūsu zeme",4,"Kurzeme",178,8,9,177,""
"5252",13,9,"Aleksandrs","Jeršovs","Male",8,17,"Mūsu zeme",4,"Kurzeme",178,8,10,176,""
"5253",14,8,"Leonards","Inkins","Male",8,17,"Mūsu zeme",4,"Kurzeme",178,7,10,175,""
"5254",1,1,"Ilmārs","Ančāns","Male",8,17,"Mūsu zeme",5,"Zemgale",223,39,5,257,""
"5255",2,2,"Uldis","Dzenis","Male",8,17,"Mūsu zeme",5,"Zemgale",223,24,4,243,""
"5256",3,4,"Elita","Krauze","Female",8,17,"Mūsu zeme",5,"Zemgale",223,22,3,242,""
"5257",4,3,"Jānis","Liekmanis","Male",8,17,"Mūsu zeme",5,"Zemgale",223,23,5,241,""
"5258",5,8,"Dagnija","Mālniece","Female",8,17,"Mūsu zeme",5,"Zemgale",223,19,5,237,""
"5259",6,12,"Anna Marija","Circene","Female",8,17,"Mūsu zeme",5,"Zemgale",223,18,4,237,""
"5260",7,5,"Aldis","Lezdiņš","Male",8,17,"Mūsu zeme",5,"Zemgale",223,18,5,236,""
"5261",8,6,"Anna","Ezera","Female",8,17,"Mūsu zeme",5,"Zemgale",223,17,4,236,""
"5262",9,9,"Leonards","Inkins","Male",8,17,"Mūsu zeme",5,"Zemgale",223,17,5,235,""
"5263",10,14,"Andris","Skutelis","Male",8,17,"Mūsu zeme",5,"Zemgale",223,15,3,235,""
"5264",11,7,"Roberts","Kalējs","Male",8,17,"Mūsu zeme",5,"Zemgale",223,13,2,234,""
"5265",12,10,"Rita","Franckeviča","Female",8,17,"Mūsu zeme",5,"Zemgale",223,15,6,232,""
"5266",13,11,"Rolands","Bērziņš","Male",8,17,"Mūsu zeme",5,"Zemgale",223,11,3,231,""
"5267",14,13,"Ilze","Krastiņa","Female",8,17,"Mūsu zeme",5,"Zemgale",223,13,6,230,""
"5268",15,15,"Romualds","Silanžs","Male",8,17,"Mūsu zeme",5,"Zemgale",223,9,2,230,""
"5269",1,3,"Aloizs","Vaznis","Male",8,18,"Latgales Gaisma",1,"Rīga",478,80,14,544,""
"5270",2,1,"Rihards","Eigims","Male",8,18,"Latgales Gaisma",1,"Rīga",478,103,57,524,""
"5271",3,6,"Imants-Jānis","Bekešs","Male",8,18,"Latgales Gaisma",1,"Rīga",478,58,19,517,""
"5272",4,5,"Viesturs","Boka","Male",8,18,"Latgales Gaisma",1,"Rīga",478,50,20,508,""
"5273",5,9,"Māris","Krautmanis","Male",8,18,"Latgales Gaisma",1,"Rīga",478,44,15,507,""
"5274",6,4,"Valentīna","Parhomenko","Female",8,18,"Latgales Gaisma",1,"Rīga",478,42,21,499,""
"5275",7,2,"Inta","Paeglīte","Female",8,18,"Latgales Gaisma",1,"Rīga",478,38,18,498,""
"5276",8,14,"Sarmīte","Grigorjeva-Kuzņecova","Female",8,18,"Latgales Gaisma",1,"Rīga",478,33,14,497,""
"5277",9,10,"Anatolijs","Lapiks","Male",8,18,"Latgales Gaisma",1,"Rīga",478,34,16,496,""
"5278",10,7,"Jānis","Zudāns","Male",8,18,"Latgales Gaisma",1,"Rīga",478,34,18,494,""
"5279",11,18,"Aina","Nagle","Female",8,18,"Latgales Gaisma",1,"Rīga",478,30,14,494,""
"5280",12,16,"Ausma","Žabo","Female",8,18,"Latgales Gaisma",1,"Rīga",478,33,18,493,""
"5281",13,17,"Viktors","Vainutis","Male",8,18,"Latgales Gaisma",1,"Rīga",478,30,17,491,""
"5282",14,8,"Jānis","Gailis","Male",8,18,"Latgales Gaisma",1,"Rīga",478,32,20,490,""
"5283",15,11,"Helēna","Streiķe","Female",8,18,"Latgales Gaisma",1,"Rīga",478,30,18,490,""
"5284",16,15,"Inese","Eļska","Female",8,18,"Latgales Gaisma",1,"Rīga",478,28,16,490,""
"5285",17,23,"Anna","Šaraņina","Female",8,18,"Latgales Gaisma",1,"Rīga",478,29,17,490,""
"5286",18,28,"Sandra","Sharma","Female",8,18,"Latgales Gaisma",1,"Rīga",478,28,16,490,""
"5287",19,13,"Anfisa","Jakovļeva","Female",8,18,"Latgales Gaisma",1,"Rīga",478,27,17,488,""
"5288",20,20,"Ināra","Pastušenko","Female",8,18,"Latgales Gaisma",1,"Rīga",478,27,19,486,""
"5289",21,19,"Romāns","Petrovs","Male",8,18,"Latgales Gaisma",1,"Rīga",478,25,19,484,""
"5290",22,27,"Vija","Nipere","Female",8,18,"Latgales Gaisma",1,"Rīga",478,22,16,484,""
"5291",23,12,"Jevgeņijs","Carevs","Male",8,18,"Latgales Gaisma",1,"Rīga",478,27,22,483,""
"5292",24,21,"Ināra","Zavadska","Female",8,18,"Latgales Gaisma",1,"Rīga",478,27,22,483,""
"5293",25,26,"Žanna","Drozdovska","Female",8,18,"Latgales Gaisma",1,"Rīga",478,24,19,483,""
"5294",26,22,"Igors","Sorokins","Male",8,18,"Latgales Gaisma",1,"Rīga",478,25,21,482,""
"5295",27,25,"Jevgeņijs","Ribkins","Male",8,18,"Latgales Gaisma",1,"Rīga",478,25,22,481,""
"5296",28,24,"Viktors","Morevs","Male",8,18,"Latgales Gaisma",1,"Rīga",478,21,19,480,""
"5297",1,3,"Aloizs","Vaznis","Male",8,18,"Latgales Gaisma",2,"Vidzeme",328,47,10,365,""
"5298",2,2,"Inta","Paeglīte","Female",8,18,"Latgales Gaisma",2,"Vidzeme",328,31,10,349,""
"5299",3,9,"Imants-Jānis","Bekešs","Male",8,18,"Latgales Gaisma",2,"Vidzeme",328,29,8,349,""
"5300",4,8,"Ausma","Žabo","Female",8,18,"Latgales Gaisma",2,"Vidzeme",328,32,13,347,""
"5301",5,1,"Rihards","Eigims","Male",8,18,"Latgales Gaisma",2,"Vidzeme",328,48,31,345,""
"5302",6,4,"Viesturs","Boka","Male",8,18,"Latgales Gaisma",2,"Vidzeme",328,27,10,345,""
"5303",7,13,"Jānis","Zudāns","Male",8,18,"Latgales Gaisma",2,"Vidzeme",328,23,9,342,""
"5304",8,16,"Igors","Sorokins","Male",8,18,"Latgales Gaisma",2,"Vidzeme",328,25,11,342,""
"5305",9,20,"Tadeušs","Gržibovskis","Male",8,18,"Latgales Gaisma",2,"Vidzeme",328,23,9,342,""
"5306",10,23,"Aina","Nagle","Female",8,18,"Latgales Gaisma",2,"Vidzeme",328,22,9,341,""
"5307",11,24,"Viktors","Valainis","Male",8,18,"Latgales Gaisma",2,"Vidzeme",328,24,11,341,""
"5308",12,6,"Māris","Krautmanis","Male",8,18,"Latgales Gaisma",2,"Vidzeme",328,23,11,340,""
"5309",13,5,"Valentīna","Parhomenko","Female",8,18,"Latgales Gaisma",2,"Vidzeme",328,21,10,339,""
"5310",14,25,"Alfrēds","Holsts","Male",8,18,"Latgales Gaisma",2,"Vidzeme",328,21,10,339,""
"5311",15,11,"Sarmīte","Grigorjeva-Kuzņecova","Female",8,18,"Latgales Gaisma",2,"Vidzeme",328,21,11,338,""
"5312",16,12,"Viktors","Vainutis","Male",8,18,"Latgales Gaisma",2,"Vidzeme",328,21,11,338,""
"5313",17,14,"Ināra","Zavadska","Female",8,18,"Latgales Gaisma",2,"Vidzeme",328,22,12,338,""
"5314",18,15,"Helēna","Streiķe","Female",8,18,"Latgales Gaisma",2,"Vidzeme",328,21,11,338,""
"5315",19,7,"Anatolijs","Lapiks","Male",8,18,"Latgales Gaisma",2,"Vidzeme",328,19,10,337,""
"5316",20,18,"Anfisa","Jakovļeva","Female",8,18,"Latgales Gaisma",2,"Vidzeme",328,19,10,337,""
"5317",21,22,"Ināra","Pastušenko","Female",8,18,"Latgales Gaisma",2,"Vidzeme",328,19,10,337,""
"5318",22,19,"Jevgeņijs","Carevs","Male",8,18,"Latgales Gaisma",2,"Vidzeme",328,20,12,336,""
"5319",23,21,"Inese","Eļska","Female",8,18,"Latgales Gaisma",2,"Vidzeme",328,19,11,336,""
"5320",24,10,"Viktors","Morevs","Male",8,18,"Latgales Gaisma",2,"Vidzeme",328,18,11,335,""
"5321",25,17,"Romāns","Petrovs","Male",8,18,"Latgales Gaisma",2,"Vidzeme",328,21,14,335,""
"5322",1,2,"Imants-Jānis","Bekešs","Male",8,18,"Latgales Gaisma",3,"Latgale",14745,9464,341,23868,""
"5323",2,3,"Jānis","Zudāns","Male",8,18,"Latgales Gaisma",3,"Latgale",14745,9043,290,23498,""
"5324",3,6,"Helēna","Streiķe","Female",8,18,"Latgales Gaisma",3,"Latgale",14745,8912,326,23331,""
"5325",4,8,"Jānis","Gailis","Male",8,18,"Latgales Gaisma",3,"Latgale",14745,8797,301,23241,""
"5326",5,9,"Ludmila","Smikova","Female",8,18,"Latgales Gaisma",3,"Latgale",14745,8896,405,23236,""
"5327",6,5,"Jevgeņijs","Carevs","Male",8,18,"Latgales Gaisma",3,"Latgale",14745,8819,349,23215,""
"5328",7,13,"Ināra","Zavadska","Female",8,18,"Latgales Gaisma",3,"Latgale",14745,8781,331,23195,""
"5329",8,4,"Anatolijs","Lapiks","Male",8,18,"Latgales Gaisma",3,"Latgale",14745,8751,307,23189,""
"5330",9,11,"Romāns","Petrovs","Male",8,18,"Latgales Gaisma",3,"Latgale",14745,8707,312,23140,""
"5331",10,10,"Tatjana","Klopova","Female",8,18,"Latgales Gaisma",3,"Latgale",14745,8713,357,23101,""
"5332",11,7,"Anfisa","Jakovļeva","Female",8,18,"Latgales Gaisma",3,"Latgale",14745,8769,420,23094,""
"5333",12,14,"Valentīna","Parhomenko","Female",8,18,"Latgales Gaisma",3,"Latgale",14745,8649,309,23085,""
"5334",13,12,"Viveja","Jefimova","Female",8,18,"Latgales Gaisma",3,"Latgale",14745,8620,373,22992,""
"5335",14,15,"Tadeušs","Gržibovskis","Male",8,18,"Latgales Gaisma",3,"Latgale",14745,7903,353,22295,""
"5336",15,16,"Viesturs","Boka","Male",8,18,"Latgales Gaisma",3,"Latgale",14745,7818,299,22264,""
"5337",16,1,"Rihards","Eigims","Male",8,18,"Latgales Gaisma",3,"Latgale",14745,1524,9723,6546,""
"5338",1,1,"Rihards","Eigims","Male",8,18,"Latgales Gaisma",4,"Kurzeme",79,16,10,85,""
"5339",2,6,"Māris","Krautmanis","Male",8,18,"Latgales Gaisma",4,"Kurzeme",79,7,2,84,""
"5340",3,7,"Valentīna","Parhomenko","Female",8,18,"Latgales Gaisma",4,"Kurzeme",79,5,2,82,""
"5341",4,9,"Sarmīte","Grigorjeva-Kuzņecova","Female",8,18,"Latgales Gaisma",4,"Kurzeme",79,5,2,82,""
"5342",5,2,"Inta","Paeglīte","Female",8,18,"Latgales Gaisma",4,"Kurzeme",79,7,5,81,""
"5343",6,3,"Viesturs","Boka","Male",8,18,"Latgales Gaisma",4,"Kurzeme",79,6,4,81,""
"5344",7,4,"Aloizs","Vaznis","Male",8,18,"Latgales Gaisma",4,"Kurzeme",79,7,5,81,""
"5345",8,5,"Vizma","Polozkova","Female",8,18,"Latgales Gaisma",4,"Kurzeme",79,4,2,81,""
"5346",9,8,"Imants-Jānis","Bekešs","Male",8,18,"Latgales Gaisma",4,"Kurzeme",79,5,3,81,""
"5347",10,10,"Jānis","Zudāns","Male",8,18,"Latgales Gaisma",4,"Kurzeme",79,6,4,81,""
"5348",11,11,"Helēna","Streiķe","Female",8,18,"Latgales Gaisma",4,"Kurzeme",79,4,2,81,""
"5349",12,12,"Inese","Eļska","Female",8,18,"Latgales Gaisma",4,"Kurzeme",79,4,3,80,""
"5350",13,13,"Tadeušs","Gržibovskis","Male",8,18,"Latgales Gaisma",4,"Kurzeme",79,5,4,80,""
"5351",1,9,"Alfrēds","Holsts","Male",8,18,"Latgales Gaisma",5,"Zemgale",318,50,8,360,""
"5352",2,4,"Viktors","Valainis","Male",8,18,"Latgales Gaisma",5,"Zemgale",318,49,14,353,""
"5353",3,5,"Aloizs","Vaznis","Male",8,18,"Latgales Gaisma",5,"Zemgale",318,46,13,351,""
"5354",4,15,"Inta","Paeglīte","Female",8,18,"Latgales Gaisma",5,"Zemgale",318,33,7,344,""
